num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
637,112,112,112,0,112,0,112,1
638,112,112,112,0,112,0,112,1
639,112,112,112,0,112,0,112,1
640,112,112,112,0,112,0,112,1
641,112,112,112,0,112,0,112,1
642,112,112,112,0,112,0,112,1
643,112,112,112,0,112,0,112,1
644,112,112,112,0,112,0,112,1
645,112,112,112,0,112,0,112,1
646,111,111,111,1,111,0,112,1
647,109,109,109,3,109,0,112,1
648,111,111,111,1,111,0,112,1
649,112,112,112,0,112,0,112,1
650,112,112,112,0,112,0,112,1
651,112,112,112,0,112,0,112,1
652,112,112,112,0,112,0,112,1
653,111,111,111,1,111,0,112,1
654,112,112,112,0,112,0,112,1
655,112,112,112,0,112,0,112,1
656,112,112,112,0,112,0,112,1
657,112,112,112,0,112,0,112,1
658,112,112,112,0,112,0,112,1
659,119,119,111,1,104,7,112,3
660,114,114,112,0,110,2,112,2
661,114,114,112,0,110,2,112,2
662,112,112,112,0,112,0,112,1
663,112,112,112,0,112,0,112,1
664,111,111,111,1,111,0,112,1
665,110,110,110,2,110,0,112,1
666,112,112,112,0,112,0,112,1
667,112,112,112,0,112,0,112,1
668,112,112,112,0,112,0,112,1
669,107,107,107,5,107,0,112,1
670,111,111,111,1,111,0,112,1
671,112,112,112,0,112,0,112,1
672,112,112,112,0,112,0,112,1
673,112,112,112,0,112,0,112,1
674,112,112,112,0,112,0,112,1
675,112,112,112,0,112,0,112,1
676,4,4,4,108,4,0,112,1
677,73,73,73,39,73,0,112,1
678,112,112,112,0,112,0,112,1
679,31,31,31,81,31,0,112,1
680,31,31,31,81,31,0,112,1
681,111,111,111,1,111,0,112,1
682,27,27,27,85,27,0,112,1
683,107,107,107,5,107,0,112,1
684,110,110,110,2,110,0,112,1
685,109,109,109,3,109,0,112,1
686,101,101,101,11,101,0,112,1
687,105,105,105,7,105,0,112,1
688,112,112,112,0,112,0,112,1
689,112,112,112,0,112,0,112,1
690,113,113,112,0,111,1,112,2
691,53,53,52,60,51,1,112,2
692,108,108,108,4,108,0,112,1
693,112,112,112,0,112,0,112,1
694,98,98,98,14,98,0,112,1
695,113,113,112,0,111,1,112,2
696,26,26,26,86,26,0,112,1
697,17,17,17,95,17,0,112,1
698,111,111,111,1,111,0,112,1
699,109,109,109,3,109,0,112,1
700,110,110,110,2,110,0,112,1
701,95,95,95,17,95,0,112,1
702,102,102,102,10,102,0,112,1
703,99,99,99,13,99,0,112,1
704,112,112,112,0,112,0,112,1
705,99,99,99,13,99,0,112,1
706,105,105,105,7,105,0,112,1
707,34,34,34,78,34,0,112,1
708,111,111,111,1,111,0,112,1
709,49,49,49,63,49,0,112,1
710,112,112,112,0,112,0,112,1
711,109,109,109,3,109,0,112,1
712,110,110,110,2,110,0,112,1
713,112,112,112,0,112,0,112,1
