block,chroms,mean_length,std_length,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,tree_consistent
64,1,7786.938271604939,82.62070790540606,0,0,0,True
205,1,8156.987341772152,79.42682225126362,0,0,0,True
156,1;2,6142.950617283951,78.40995484080754,0,0,0,True
413,2,7554.5,78.0683331072615,0,0,0,True
160,1,23586.11111111111,77.2432425427527,0,0,0,True
646,1,6351.5,75.5,0,0,0,True
208,1,24754.83950617284,74.35458204684547,0,0,0,True
136,1,4737.222222222223,73.5191249158684,0,0,0,True
318,2,22445.876543209877,72.70036301912344,0,0,0,True
485,2,10148.925925925925,72.20149750127494,0,0,0,True
217,1,39514.753086419754,70.86180793493308,0,0,0,True
343,2,26658.037037037036,70.84628542924523,0,0,0,True
419,2,22737.234567901236,70.78209852587638,0,0,0,True
209,1,22493.271604938273,70.69898149085266,0,0,0,True
121,1,16208.024691358025,68.49384496248,0,0,0,True
17,1,15008.451219512195,67.61046109687689,0,0,0,True
370,2,6163.753086419753,66.95060476297682,0,0,0,True
384,2,45423.62962962963,66.89358500392726,0,0,0,True
416,2,16203.567901234568,66.64498504311973,0,0,0,True
111,1,9285.814814814816,66.17823130788386,0,0,0,True
489,2,23151.85185185185,65.8603294130678,0,0,0,True
118,1,25483.382716049382,65.42936402391278,0,0,0,True
474,2,8521.222222222223,65.1933496570484,0,0,0,True
247,1,9819.506172839507,64.34016917372428,0,0,0,True
124,1,18865.395061728395,64.2700089442,0,0,0,True
359,2,19885.493827160495,63.75301947955288,0,0,0,True
180,1,8798.530864197532,63.49765941438325,0,0,0,True
235,1,37572.87654320987,63.07518200989568,0,0,0,True
108,1,8438.962962962964,62.617680705211875,0,0,0,True
238,1,14541.839506172839,62.287754536411356,0,0,0,True
249,1,15681.567901234568,61.20577279955091,0,0,0,True
458,2,11243.123456790123,61.04023823959814,0,0,0,True
439,2,10221.061728395061,60.834595761434095,0,0,0,True
470,2,12434.703703703704,58.89736719774314,0,0,0,True
19,1,32210.555555555555,58.412961524597215,0,0,0,True
364,2,11583.185185185184,58.326266473761,0,0,0,True
231,1,25641.604938271605,55.71769207515127,0,0,0,True
120,1,27257.493827160495,54.44107097412424,0,0,0,True
127,1,29845.037037037036,53.69793072419417,0,0,0,True
460,2,24577.35802469136,53.484117555271084,0,0,0,True
251,1,10190.765432098766,52.747306198829186,0,0,0,True
42,1;2,20509.604938271605,52.58377889400844,0,0,0,True
219,1,3480.777777777778,52.344773460604216,0,0,0,True
189,1,21073.20987654321,52.127506553555115,0,0,0,True
340,2,12689.567901234568,51.711196645969686,0,0,0,True
39,1,13958.172839506173,50.937577417578204,0,0,0,True
43,1;2,42775.59259259259,50.619563333200496,0,0,0,True
417,2,14594.493827160493,49.888053310693735,0,0,0,True
410,2,12364.469135802468,49.53589206784174,0,0,0,True
81,1,13722.358024691359,49.09761218250925,0,0,0,True
440,2,4807.16049382716,48.931157684533964,0,0,0,True
374,2,35607.83950617284,48.67439228129783,0,0,0,True
94,1,20280.296296296296,48.589600178863776,0,0,0,True
603,2,5556.666666666667,48.45845872726683,0,0,0,True
442,2,13034.913580246914,48.3064286627028,0,0,0,True
349,2,5011.815950920245,46.810050735527106,0,0,0,True
13,1,16879.913580246914,46.00676212532138,0,0,0,True
109,1,30212.0,45.615407836593604,0,0,0,True
398,2,10719.098765432098,45.18947898373604,0,0,0,True
369,2,5520.679012345679,45.06259765777506,0,0,0,True
472,2,6338.814814814815,44.98919242265024,0,0,0,True
502,2,15683.543209876543,44.53298108718422,0,0,0,True
378,2,28365.987654320987,44.2589166093801,0,0,0,True
336,2,33070.225,44.14577414657036,0,0,0,True
145,1,9022.925925925925,43.63902935907168,0,0,0,True
399,2,24252.35802469136,43.51622618951657,0,0,0,True
468,2,34460.358024691355,43.423640555129865,0,0,0,True
341,2,13126.246913580248,43.42228217447173,0,0,0,True
492,2,4698.925925925926,42.9314060350073,0,0,0,True
320,2,4780.938271604939,42.70349847726572,0,0,0,True
87,1,10473.333333333334,42.23654727751697,0,0,0,True
213,1,21864.456790123455,42.07402335822597,0,0,0,True
55,1,3437.6543209876545,41.86549906776777,0,0,0,True
377,2,11450.987654320988,41.72351494584393,0,0,0,True
161,1,9113.283950617284,41.51728319803344,0,0,0,True
190,1,11864.851851851852,41.332769145226884,0,0,0,True
73,1,5346.580246913581,41.18937421334757,0,0,0,True
154,1;2,36399.148148148146,41.01373185012976,0,0,0,True
368,2,5577.16049382716,40.608779927049554,0,0,0,True
100,1,13116.543209876543,40.31084447502043,0,0,0,True
12,1,29137.395061728395,39.100275965160975,0,0,0,True
361,2,12339.271604938273,38.78462605739325,0,0,0,True
79,1,17118.30864197531,38.55912310593925,0,0,0,True
252,1,7019.419753086419,38.468478100211364,0,0,0,True
408,2,28960.35802469136,36.388272646851654,0,0,0,True
191,1,23527.024691358023,36.269898858093676,0,0,0,True
1,1,5453.691358024691,36.15216195755312,0,0,0,True
365,2,22943.432098765432,35.14061287702537,0,0,0,True
363,2,25139.567901234568,35.123745361048506,0,0,0,True
133,1,18497.037037037036,35.00209674299578,0,0,0,True
